From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology IDs	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology (molecular function)	Gene Ontology (GO)
F2QRK4	F2QRK4	unreviewed	F2QRK4_KOMPC	Phosphomevalonate kinase, EC 2.7.4.2	ERG8 PP7435_Chr2-0338	GO:0004631; GO:0005524; GO:0006694; GO:0016310; GO:0019287		isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]; phosphorylation [GO:0016310]; steroid biosynthetic process [GO:0006694]	ATP binding [GO:0005524]; phosphomevalonate kinase activity [GO:0004631]	ATP binding [GO:0005524]; phosphomevalonate kinase activity [GO:0004631]; isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:0019287]; phosphorylation [GO:0016310]; steroid biosynthetic process [GO:0006694]
Q0K3W5	Q0K3W5	unreviewed	Q0K3W5_CUPNH	Probable extra-cytoplasmic solute receptor	H16_B0512	GO:0042597	periplasmic space [GO:0042597]			periplasmic space [GO:0042597]
Q0KAS4	Q0KAS4	unreviewed	Q0KAS4_CUPNH	Probable extra-cytoplasmic solute receptor	H16_A1787	GO:0042597	periplasmic space [GO:0042597]			periplasmic space [GO:0042597]
Q0KFD0	Q0KFD0	unreviewed	Q0KFD0_CUPNH	Uncharacterized protein	H16_A0139	GO:0016491			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]
F2QW75	F2QW75	unreviewed	F2QW75_KOMPC	SRP9-21 domain-containing protein	PP7435_Chr3-0697					
F2QVK1	F2QVK1	unreviewed	F2QVK1_KOMPC	ATP binding cassette protein	NEW1 PP7435_Chr3-0469	GO:0005524			ATP binding [GO:0005524]	ATP binding [GO:0005524]
F2QYR0	F2QYR0	unreviewed	F2QYR0_KOMPC	AP-1-like transcription factor	YAP1 PP7435_Chr4-0370	GO:0003700; GO:0005634; GO:0005737; GO:0043618	cytoplasm [GO:0005737]; nucleus [GO:0005634]	regulation of transcription from RNA polymerase II promoter in response to stress [GO:0043618]	DNA-binding transcription factor activity [GO:0003700]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; regulation of transcription from RNA polymerase II promoter in response to stress [GO:0043618]
Q0KAA6	Q0KAA6	unreviewed	Q0KAA6_CUPNH	Catechol 1,2-dioxygenase, EC 1.13.11.1	catA H16_A1964	GO:0008199; GO:0018576; GO:0019614; GO:0042952		beta-ketoadipate pathway [GO:0042952]; catechol-containing compound catabolic process [GO:0019614]	catechol 1,2-dioxygenase activity [GO:0018576]; ferric iron binding [GO:0008199]	catechol 1,2-dioxygenase activity [GO:0018576]; ferric iron binding [GO:0008199]; beta-ketoadipate pathway [GO:0042952]; catechol-containing compound catabolic process [GO:0019614]
Q0KCV7	Q0KCV7	unreviewed	Q0KCV7_CUPNH	ABC-type transporter involved in lysophospholipase L1 biosynthesis, permease component	lolE H16_A1022	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
F2QLX7	F2QLX7	unreviewed	F2QLX7_KOMPC	Protein involved in regulation of sterol biosynthesis	NSG2 PP7435_Chr1-0098	GO:0005789; GO:0016021	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]			endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
F2QV91	F2QV91	unreviewed	F2QV91_KOMPC	Amphiphysin-like lipid raft protein	RVS161-2 PP7435_Chr3-0351	GO:0005737	cytoplasm [GO:0005737]			cytoplasm [GO:0005737]
Q0K0V2	Q0K0V2	unreviewed	Q0K0V2_CUPNH	YCII domain-containing protein	H16_B1585					
Q0K3K8	Q0K3K8	unreviewed	Q0K3K8_CUPNH	Transcriptional regulator, LysR-family	H16_B0619	GO:0003700			DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]
F2QV49	F2QV49	unreviewed	F2QV49_KOMPC	Mannose-1-phosphate guanylyltransferase, EC 2.7.7.13	PSA1-1 PP7435_Chr3-0307	GO:0004475; GO:0005525; GO:0007049; GO:0009298		cell cycle [GO:0007049]; GDP-mannose biosynthetic process [GO:0009298]	GTP binding [GO:0005525]; mannose-1-phosphate guanylyltransferase activity [GO:0004475]	GTP binding [GO:0005525]; mannose-1-phosphate guanylyltransferase activity [GO:0004475]; cell cycle [GO:0007049]; GDP-mannose biosynthetic process [GO:0009298]
Q0K533	Q0K533	unreviewed	Q0K533_CUPNH	Ferrous iron transport protein A	H16_B0085	GO:0046914			transition metal ion binding [GO:0046914]	transition metal ion binding [GO:0046914]
F2QSI2	F2QSI2	unreviewed	F2QSI2_KOMPC	PKS_ER domain-containing protein	PP7435_Chr2-0673	GO:0016491			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]
F2R0K6	F2R0K6	unreviewed	F2R0K6_KOMPC	Proton_antipo_M domain-containing protein	PP7435_Mit-0205	GO:0005739; GO:0016021	integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]			integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
Q0KEM1	Q0KEM1	unreviewed	Q0KEM1_CUPNH	UvrABC system protein A, UvrA protein (Excinuclease ABC subunit A)	uvrA1 uvrA H16_A0400	GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0008270; GO:0009380; GO:0009381; GO:0009432; GO:0016887	cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]	nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]; zinc ion binding [GO:0008270]; nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]
F2QQ47	F2QQ47	unreviewed	F2QQ47_KOMPC	Arginine permease	CAN1 PP7435_Chr1-1410	GO:0006865; GO:0016021; GO:0022857	integral component of membrane [GO:0016021]	amino acid transport [GO:0006865]	transmembrane transporter activity [GO:0022857]	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; amino acid transport [GO:0006865]
Q0KCY5	Q0KCY5	unreviewed	Q0KCY5_CUPNH	Membrane protein	H16_A0993					
F2QZB7	F2QZB7	unreviewed	F2QZB7_KOMPC	Casein kinase II subunit beta, CK II beta	CKB1 PP7435_Chr4-0583	GO:0005956; GO:0016301; GO:0016310; GO:0019887	protein kinase CK2 complex [GO:0005956]	phosphorylation [GO:0016310]	kinase activity [GO:0016301]; protein kinase regulator activity [GO:0019887]	protein kinase CK2 complex [GO:0005956]; kinase activity [GO:0016301]; protein kinase regulator activity [GO:0019887]; phosphorylation [GO:0016310]
F2QUL0	F2QUL0	unreviewed	F2QUL0_KOMPC	NuA3b histone acetyltransferase complex component	PDP3 PP7435_Chr3-0116	GO:0016740			transferase activity [GO:0016740]	transferase activity [GO:0016740]
F2QVK8	F2QVK8	unreviewed	F2QVK8_KOMPC	Ubiquitin-40S ribosomal protein S31	RPS31 PP7435_Chr3-0476	GO:0003735; GO:0005840; GO:0006412; GO:0046872	ribosome [GO:0005840]	translation [GO:0006412]	metal ion binding [GO:0046872]; structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]; metal ion binding [GO:0046872]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
Q0K3T9	Q0K3T9	unreviewed	Q0K3T9_CUPNH	Activator of phenol-degradative genes,PspF-family, EC 3.6.1.-	poxR H16_B0538	GO:0005524; GO:0006355; GO:0016787; GO:0043565		regulation of transcription, DNA-templated [GO:0006355]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; sequence-specific DNA binding [GO:0043565]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]
F2QT90	F2QT90	unreviewed	F2QT90_KOMPC	Cytochrome c oxidase subunit 6A	COX13 PP7435_Chr2-0937	GO:0005751	mitochondrial respiratory chain complex IV [GO:0005751]			mitochondrial respiratory chain complex IV [GO:0005751]
P50319	P50319	reviewed	PGKC_CUPNH	Phosphoglycerate kinase, chromosomal, EC 2.7.2.3	cbbKC cbbK2 H16_B1385	GO:0004618; GO:0005524; GO:0005737; GO:0006096; GO:0019253	cytoplasm [GO:0005737]	glycolytic process [GO:0006096]; reductive pentose-phosphate cycle [GO:0019253]	ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; glycolytic process [GO:0006096]; reductive pentose-phosphate cycle [GO:0019253]
Q0KD47	Q0KD47	unreviewed	Q0KD47_CUPNH	Aerobic-type carbon monoxide dehydrogenase homolog, large subunit, EC 1.-.-.-	H16_A0928	GO:0016491			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]
F2QMX0	F2QMX0	unreviewed	F2QMX0_KOMPC	Uncharacterized protein	PP7435_Chr1-0785	GO:0005737; GO:0005868; GO:0007018	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]	microtubule-based movement [GO:0007018]		cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; microtubule-based movement [GO:0007018]
Q0KE62	Q0KE62	unreviewed	Q0KE62_CUPNH	zf-CHCC domain-containing protein	H16_A0560					
F2QW46	F2QW46	unreviewed	F2QW46_KOMPC	TIM23 complex subunit	TIM44 PP7435_Chr3-0667	GO:0005743; GO:0030150; GO:0051087	mitochondrial inner membrane [GO:0005743]	protein import into mitochondrial matrix [GO:0030150]	chaperone binding [GO:0051087]	mitochondrial inner membrane [GO:0005743]; chaperone binding [GO:0051087]; protein import into mitochondrial matrix [GO:0030150]
F2QLP4	F2QLP4	unreviewed	F2QLP4_KOMPC	3,2-trans-enoyl-CoA isomerase, involved in beta-oxidation of unsaturated fatty acids	ECI1 PP7435_Chr1-1006	GO:0016853			isomerase activity [GO:0016853]	isomerase activity [GO:0016853]
Q0K5T1	Q0K5T1	unreviewed	Q0K5T1_CUPNH	Hydroxyacylglutathione hydrolase, EC 3.1.2.6	gloB3 H16_A3582	GO:0004416			hydroxyacylglutathione hydrolase activity [GO:0004416]	hydroxyacylglutathione hydrolase activity [GO:0004416]
F2QQN0	F2QQN0	unreviewed	F2QQN0_KOMPC	Guanyl-nucleotide exchange factor	SEC2 PP7435_Chr2-0009	GO:0005085			guanyl-nucleotide exchange factor activity [GO:0005085]	guanyl-nucleotide exchange factor activity [GO:0005085]
F2QLK3	F2QLK3	unreviewed	F2QLK3_KOMPC	Actin-related protein 2/3 complex subunit 4	ARC19 PP7435_Chr1-0961	GO:0003779; GO:0005885; GO:0030041; GO:0030479; GO:0030833; GO:0034314	actin cortical patch [GO:0030479]; Arp2/3 protein complex [GO:0005885]	actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; regulation of actin filament polymerization [GO:0030833]	actin binding [GO:0003779]	actin cortical patch [GO:0030479]; Arp2/3 protein complex [GO:0005885]; actin binding [GO:0003779]; actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; regulation of actin filament polymerization [GO:0030833]
F2QM15	F2QM15	unreviewed	F2QM15_KOMPC	ER-localized J domain-containing protein	ERJ5 PP7435_Chr1-0136	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
Q0K9E5	Q0K9E5	reviewed	RS6_CUPNH	30S ribosomal protein S6	rpsF H16_A2279	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
Q0K7K2	Q0K7K2	unreviewed	Q0K7K2_CUPNH	Iron-sulfur cluster carrier protein	mrp H16_A2943	GO:0005524; GO:0016226; GO:0016887; GO:0046872; GO:0051536; GO:0140663		iron-sulfur cluster assembly [GO:0016226]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent FeS chaperone activity [GO:0140663]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent FeS chaperone activity [GO:0140663]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]
Q0KBS2	Q0KBS2	unreviewed	Q0KBS2_CUPNH	ABC-type transporter, periplasmic component	H16_A1414					
Q0KAI2	Q0KAI2	unreviewed	Q0KAI2_CUPNH	Short chain dehydrogenase, EC 1.-.-.-	H16_A1888	GO:0016491			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]
Q0K5N6	Q0K5N6	unreviewed	Q0K5N6_CUPNH	Kef-type K+ transport system, membrane component	kefB1 H16_A3628	GO:0006812; GO:0015299; GO:0016021	integral component of membrane [GO:0016021]	cation transport [GO:0006812]	solute:proton antiporter activity [GO:0015299]	integral component of membrane [GO:0016021]; solute:proton antiporter activity [GO:0015299]; cation transport [GO:0006812]
Q0KBU1	Q0KBU1	unreviewed	Q0KBU1_CUPNH	Ornithine cyclodeaminase, EC 4.3.1.12	arcB H16_A1394	GO:0008473			ornithine cyclodeaminase activity [GO:0008473]	ornithine cyclodeaminase activity [GO:0008473]
Q0K1Q4	Q0K1Q4	unreviewed	Q0K1Q4_CUPNH	Probable extra-cytoplasmic solute receptor	H16_B1280	GO:0042597	periplasmic space [GO:0042597]			periplasmic space [GO:0042597]
Q0JYC4	Q0JYC4	unreviewed	Q0JYC4_CUPNH	Uncharacterized protein	H16_B2468					
Q0K8S4	Q0K8S4	reviewed	MLIC_CUPNH	Membrane-bound lysozyme inhibitor of C-type lysozyme	mliC H16_A2509	GO:0009279	cell outer membrane [GO:0009279]			cell outer membrane [GO:0009279]
F2QWW1	F2QWW1	unreviewed	F2QWW1_KOMPC	Protein SEY1, EC 3.6.5.-	SEY1 PP7435_Chr3-0942	GO:0003924; GO:0005525; GO:0005789; GO:0007029; GO:0016021	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	endoplasmic reticulum organization [GO:0007029]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; endoplasmic reticulum organization [GO:0007029]
Q0K6M5	Q0K6M5	reviewed	MURC_CUPNH	UDP-N-acetylmuramate--L-alanine ligase, EC 6.3.2.8 (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC H16_A3272	GO:0005524; GO:0005737; GO:0007049; GO:0008360; GO:0008763; GO:0009252; GO:0051301; GO:0071555	cytoplasm [GO:0005737]	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	ATP binding [GO:0005524]; UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
Q0K5B7	Q0K5B7	unreviewed	Q0K5B7_CUPNH	Replication initiation protein RepA	pA2 H16_B0001					
F2QXU8	F2QXU8	unreviewed	F2QXU8_KOMPC	54S ribosomal protein L23, mitochondrial	MRPL23 PP7435_Chr4-0046	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
F2QQ80	F2QQ80	unreviewed	F2QQ80_KOMPC	Flap endonuclease 1, FEN-1, EC 3.1.-.- (Flap structure-specific endonuclease 1)	RAD27 FEN1 PP7435_Chr1-1444	GO:0000287; GO:0003677; GO:0005654; GO:0005730; GO:0005739; GO:0006284; GO:0008409; GO:0017108; GO:0043137	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	base-excision repair [GO:0006284]; DNA replication, removal of RNA primer [GO:0043137]	5'-3' exonuclease activity [GO:0008409]; 5'-flap endonuclease activity [GO:0017108]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; 5'-3' exonuclease activity [GO:0008409]; 5'-flap endonuclease activity [GO:0017108]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; base-excision repair [GO:0006284]; DNA replication, removal of RNA primer [GO:0043137]
F2QZP6	F2QZP6	unreviewed	F2QZP6_KOMPC	Putative ATP-dependent kinase	TDA10 PP7435_Chr4-0718	GO:0016301; GO:0016310		phosphorylation [GO:0016310]	kinase activity [GO:0016301]	kinase activity [GO:0016301]; phosphorylation [GO:0016310]
A0A1G4KPP7	A0A1G4KPP7	unreviewed	A0A1G4KPP7_KOMPC	Rsp5p-dependent ubiquitination factor	EAR1 PP7435_Chr2-0042	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
Q0K4T8	Q0K4T8	unreviewed	Q0K4T8_CUPNH	Flp pilus assembly protein, secretin	cpaC2 H16_B0185	GO:0009306		protein secretion [GO:0009306]		protein secretion [GO:0009306]
Q0JZ79	Q0JZ79	unreviewed	Q0JZ79_CUPNH	Transcriptional regulator, LysR-family	H16_B2163	GO:0003700			DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]
A0A1G4KQW6	A0A1G4KQW6	unreviewed	A0A1G4KQW6_KOMPC	Subunit of mitochondrial NADH:ubiquinone oxidoreductase (Complex I)	NUXM PP7435_Chr4-0716	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
F2QUQ5	F2QUQ5	unreviewed	F2QUQ5_KOMPC	Uncharacterized protein	PP7435_Chr3-0161					
F2QXA4	F2QXA4	unreviewed	F2QXA4_KOMPC	ASTRA complex subunit	TEL2 PP7435_Chr3-1089					
Q0K5E2	Q0K5E2	unreviewed	Q0K5E2_CUPNH	PNPLA domain-containing protein	H16_A3723	GO:0016042; GO:0016787		lipid catabolic process [GO:0016042]	hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]; lipid catabolic process [GO:0016042]
F2QRW2	F2QRW2	unreviewed	F2QRW2_KOMPC	DNA-directed RNA polymerase III subunit RPC3, RNA polymerase III subunit C3	RPC82 PP7435_Chr2-0452	GO:0003697; GO:0005666; GO:0006351	RNA polymerase III complex [GO:0005666]	transcription, DNA-templated [GO:0006351]	single-stranded DNA binding [GO:0003697]	RNA polymerase III complex [GO:0005666]; single-stranded DNA binding [GO:0003697]; transcription, DNA-templated [GO:0006351]
F2QPY8	F2QPY8	unreviewed	F2QPY8_KOMPC	Methylthioribose-1-phosphate isomerase, M1Pi, MTR-1-P isomerase, EC 5.3.1.23 (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)	MRI1 PP7435_Chr1-1348	GO:0005634; GO:0005737; GO:0019284; GO:0019509; GO:0046523	cytoplasm [GO:0005737]; nucleus [GO:0005634]	L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]	S-methyl-5-thioribose-1-phosphate isomerase activity [GO:0046523]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; S-methyl-5-thioribose-1-phosphate isomerase activity [GO:0046523]; L-methionine salvage from methylthioadenosine [GO:0019509]; L-methionine salvage from S-adenosylmethionine [GO:0019284]
Q0JY54	Q0JY54	unreviewed	Q0JY54_CUPNH	Conserved hypothetical transmembrane protein	H16_B2538	GO:0016021	integral component of membrane [GO:0016021]			integral component of membrane [GO:0016021]
Q0K3V6	Q0K3V6	unreviewed	Q0K3V6_CUPNH	Uncharacterized protein	H16_B0521					
F2QUR3	F2QUR3	unreviewed	F2QUR3_KOMPC	General transcriptional co-repressor	TUP1 PP7435_Chr3-0169					
Q0KCL6	Q0KCL6	unreviewed	Q0KCL6_CUPNH	NAD-dependent aldehyde dehydrogenase, EC 1.2.1.3	H16_A1114	GO:0004029; GO:0043878			aldehyde dehydrogenase (NAD+) activity [GO:0004029]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]	aldehyde dehydrogenase (NAD+) activity [GO:0004029]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]
F2QT05	F2QT05	unreviewed	F2QT05_KOMPC	Zinc-cluster protein	PP7435_Chr2-0851	GO:0000981; GO:0003677; GO:0006351; GO:0008270; GO:0016021	integral component of membrane [GO:0016021]	transcription, DNA-templated [GO:0006351]	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]	integral component of membrane [GO:0016021]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]
